strut_id,label,r_eq_med_um,measurable
864,thick,502.3,0
865,thick,531.5,0
866,nominal,330.0,1
867,nominal,410.1,1
868,nominal,394.0,1
869,thick,484.8,0
870,nominal,320.0,1
871,nominal,309.8,1
872,thick,497.9,1
873,nominal,334.8,1
874,nominal,349.0,1
875,thick,444.2,0
876,nominal,336.4,1
877,nominal,328.3,1
878,nominal,361.2,1
879,nominal,431.9,1
880,thick,786.6,0
881,thick,939.6,0
882,thick,887.7,0
883,thick,806.3,0
884,nominal,359.7,1
885,nominal,365.6,1
886,nominal,342.8,1
887,nominal,344.4,1
888,thick,451.4,1
889,thick,493.6,1
890,nominal,410.1,1
891,nominal,434.3,1
892,nominal,423.0,1
893,nominal,434.3,1
894,nominal,364.1,1
895,nominal,347.5,1
896,thick,501.2,1
897,nominal,341.2,1
898,nominal,404.8,1
899,nominal,436.8,1
900,nominal,353.6,1
901,nominal,378.7,1
902,nominal,385.7,1
903,nominal,419.2,1
904,thick,965.1,0
905,thick,1017.8,0
906,thick,1015.7,0
907,thick,1006.7,0
908,nominal,426.8,1
909,nominal,434.3,1
910,nominal,375.8,1
911,nominal,371.5,1
912,thick,599.2,0
913,thick,583.7,0
914,nominal,434.3,1
915,thick,459.7,1
916,thick,455.0,1
917,thick,534.5,0
918,nominal,342.8,1
919,nominal,339.6,1
920,thick,563.9,0
921,nominal,342.8,1
922,nominal,408.8,1
923,thick,458.5,1
924,nominal,358.2,1
925,nominal,370.0,1
926,nominal,378.7,1
927,thick,444.2,1
928,thick,1017.8,0
929,thick,1017.8,0
930,thick,1017.8,0
931,thick,1017.8,0
932,thick,472.4,0
933,thick,455.0,1
934,nominal,371.5,1
935,nominal,370.0,1
936,thick,599.2,0
937,thick,495.8,0
938,nominal,428.1,1
939,nominal,416.6,1
940,thick,446.6,1
941,thick,511.8,0
942,nominal,359.7,1
943,nominal,345.9,1
944,thick,539.5,0
945,nominal,331.6,1
946,missing,0.0,1
947,thick,475.8,0
948,nominal,342.8,1
949,nominal,362.7,1
950,nominal,364.1,1
951,thick,478.1,0
952,thick,1017.8,0
953,thick,1017.8,0
954,thick,1017.8,0
955,thick,1017.8,0
956,thick,483.7,0
957,thick,458.5,0
958,nominal,358.2,1
959,nominal,359.7,1
960,thick,633.3,0
961,thick,600.1,0
962,nominal,425.6,1
963,thick,458.5,1
964,thick,438.1,1
965,thick,579.0,0
966,nominal,355.1,1
967,nominal,347.5,1
968,thick,587.3,0
969,nominal,323.4,1
970,nominal,415.3,1
971,thick,467.8,0
972,nominal,333.2,1
973,nominal,339.6,1
974,nominal,339.6,1
975,thick,501.2,0
976,thick,1017.8,0
977,thick,1017.8,0
978,thick,1017.8,0
979,thick,1017.8,0
980,thick,544.5,0
981,thick,520.2,0
982,nominal,334.8,1
983,nominal,349.0,1
984,thick,626.4,0
985,thick,691.8,0
986,nominal,400.8,1
987,thick,465.5,1
988,thick,444.2,1
989,thick,524.3,0
990,nominal,342.8,1
991,nominal,328.3,1
992,thick,641.7,0
993,nominal,328.3,1
994,nominal,416.6,1
995,thick,543.5,0
996,nominal,330.0,1
997,nominal,336.4,1
998,nominal,367.1,1
999,thick,523.3,0
1000,thick,1017.8,0
1001,thick,1017.8,0
1002,thick,1017.8,0
1003,thick,1017.8,0
1004,thick,548.4,0
1005,thick,523.3,0
1006,nominal,336.4,1
1007,nominal,355.1,1
1008,thick,722.3,0
1009,thick,793.5,0
1010,thick,442.9,1
1011,thick,439.3,1
1012,nominal,435.6,1
1013,thick,694.2,0
1014,nominal,328.3,1
1015,nominal,323.4,1
1016,thick,649.2,0
1017,nominal,309.8,1
1018,nominal,411.4,1
1019,thick,528.4,0
1020,nominal,328.3,1
1021,nominal,330.0,1
1022,nominal,350.6,1
1023,thick,508.7,0
1024,thick,1017.8,0
1025,thick,1017.8,0
1026,thick,1017.8,0
1027,thick,1017.8,0
1028,thick,550.4,0
1029,thick,529.4,0
1030,nominal,347.5,1
1031,nominal,345.9,1
1032,thick,695.0,0
1033,thick,681.6,0
1034,nominal,417.9,1
1035,thick,438.1,1
1036,nominal,431.9,1
1037,thick,569.6,0
1038,nominal,316.6,1
1039,nominal,306.3,1
1040,thick,602.7,0
1041,nominal,323.4,1
1042,nominal,426.8,1
1043,thick,534.5,0
1044,nominal,333.2,1
1045,nominal,349.0,1
1046,nominal,359.7,1
1047,thick,509.7,0
1048,thick,1017.8,0
1049,thick,1017.8,0
1050,thick,1017.8,0
1051,thick,1017.8,0
1052,thick,513.9,0
1053,thick,469.0,0
1054,nominal,349.0,1
1055,nominal,353.6,1
1056,thick,596.5,0
1057,thick,611.6,0
1058,nominal,402.1,1
1059,thick,442.9,1
1060,nominal,378.7,1
1061,thick,487.0,0
1062,nominal,323.4,1
1063,nominal,330.0,1
1064,thick,488.1,0
1065,nominal,336.4,1
1066,nominal,398.1,1
1067,thick,484.8,0
1068,nominal,339.6,1
1069,nominal,336.4,1
1070,nominal,372.9,1
1071,thick,450.2,0
1072,thick,1017.8,0
1073,thick,906.3,0
1074,thick,958.9,0
1075,thick,1017.8,0
1076,nominal,428.1,0
1077,thick,446.6,0
1078,nominal,328.3,1
1079,nominal,349.0,1
1080,nominal,347.5,0
1081,nominal,375.8,0
1082,nominal,316.6,0
1083,nominal,313.2,0
1084,thick,496.9,0
1085,thick,543.5,0
1086,nominal,364.1,1
1087,nominal,374.4,1
1088,broken,370.0,1
1089,thick,474.7,0
1090,nominal,331.6,1
1091,nominal,325.0,1
1092,thick,473.5,1
1093,nominal,349.0,1
1094,nominal,399.4,1
1095,thick,444.2,0
1096,nominal,344.4,1
1097,nominal,345.9,1
1098,nominal,359.7,1
1099,nominal,412.7,1
1100,thick,796.8,0
1101,thick,922.3,0
1102,thick,890.1,0
1103,thick,818.2,0
1104,nominal,344.4,1
1105,nominal,358.2,1
1106,nominal,341.2,1
1107,nominal,334.8,1
1108,thick,474.7,1
1109,thick,447.8,1
1110,nominal,394.0,1
1111,nominal,428.1,1
1112,nominal,412.7,1
1113,nominal,428.1,1
1114,nominal,389.9,1
1115,nominal,347.5,1
1116,thick,494.7,1
1117,nominal,302.7,1
1118,nominal,424.3,1
1119,nominal,424.3,1
1120,nominal,374.4,1
1121,nominal,371.5,1
1122,nominal,364.1,1
1123,nominal,411.4,1
1124,thick,965.1,0
1125,thick,1017.8,0
1126,thick,1006.7,0
1127,thick,968.4,0
1128,nominal,419.2,1
1129,nominal,408.8,1
1130,nominal,372.9,1
1131,nominal,356.7,1
1132,thick,538.5,0
1133,thick,532.5,0
1134,nominal,426.8,1
1135,thick,445.4,1
1136,thick,450.2,1
1137,thick,492.5,0
1138,nominal,365.6,1
1139,nominal,308.0,1
1140,thick,525.3,0
1141,nominal,299.1,1
1142,nominal,394.0,1
1143,thick,463.2,1
1144,nominal,361.2,1
1145,nominal,381.5,1
1146,nominal,387.1,1
1147,thick,451.4,1
1148,thick,1017.8,0
1149,thick,1017.8,0
1150,thick,1017.8,0
1151,thick,1017.8,0
1152,thick,457.3,0
1153,thick,451.4,1
1154,nominal,370.0,1
1155,nominal,367.1,1
1156,thick,560.1,0
1157,thick,583.7,0
1158,thick,449.0,1
1159,nominal,410.1,1
1160,nominal,436.8,1
1161,thick,530.4,0
1162,nominal,364.1,1
1163,nominal,316.6,1
1164,thick,553.3,0
1165,nominal,299.1,1
1166,thick,459.7,1
1167,thick,451.4,0
1168,nominal,378.7,1
1169,nominal,372.9,1
1170,nominal,353.6,1
1171,nominal,436.8,1
1172,thick,1017.8,0
1173,thick,1017.8,0
1174,thick,1017.8,0
1175,thick,1017.8,0
